179.82 	10.05 	62.71 	piano
229.79 	13.81 	74.05 	piano
276.38 	16.99 	95.49 	piano
199.92 	12.13 	65.73 	piano
230.91 	14.59 	73.00 	piano
266.39 	17.40 	88.47 	piano
155.38 	7.88 	49.74 	piano
255.86 	17.73 	82.25 	piano
113.56 	4.83 	32.85 	piano
125.60 	5.88 	37.11 	piano
110.04 	4.48 	31.54 	piano
127.93 	5.60 	37.59 	piano
149.49 	6.55 	44.39 	piano
97.27 	1.93 	26.99 	piano
120.54 	4.21 	33.60 	piano
162.83 	8.60 	49.66 	piano
180.93 	10.38 	57.78 	piano
176.41 	11.35 	56.02 	piano
186.33 	10.07 	56.78 	piano
66.59 	4.59 	21.10 	piano
175.74 	14.78 	60.19 	piano
165.12 	13.89 	57.45 	piano
145.26 	11.77 	51.20 	piano
62.52 	4.61 	23.88 	piano
12.09 	0.09 	2.92 	piano
112.85 	9.33 	37.89 	piano
197.04 	14.47 	64.08 	piano
34.64 	1.14 	9.71 	piano
7.61 	0.11 	1.91 	piano
56.40 	3.48 	17.74 	piano
10.27 	0.14 	2.57 	piano
148.46 	10.19 	49.03 	piano
171.20 	13.48 	56.90 	piano
76.06 	2.99 	21.45 	piano
30.22 	1.13 	8.82 	piano
153.32 	15.28 	55.84 	piano
92.85 	7.64 	32.03 	piano
76.24 	4.52 	24.16 	piano
161.13 	14.25 	57.80 	piano
45.09 	3.78 	19.14 	piano
102.08 	7.85 	34.65 	piano
148.34 	13.30 	53.40 	piano
71.15 	3.19 	21.68 	piano
147.57 	10.85 	51.93 	piano
249.55 	23.95 	92.54 	piano
48.53 	0.86 	12.84 	piano
205.38 	19.92 	72.85 	piano
114.51 	9.52 	39.60 	piano
67.83 	4.10 	21.01 	piano
149.16 	12.28 	50.26 	piano
108.95 	9.30 	39.93 	piano
119.22 	11.19 	44.99 	piano
190.60 	20.01 	73.74 	piano
65.77 	6.79 	25.03 	piano
217.09 	20.91 	78.39 	piano
16.04 	0.16 	4.02 	piano
25.56 	0.53 	7.06 	piano
42.14 	2.53 	13.26 	piano
43.55 	2.54 	13.62 	piano
32.02 	0.85 	9.13 	piano
53.37 	3.67 	17.18 	piano
59.74 	3.97 	19.03 	piano
30.80 	0.81 	8.59 	piano
40.34 	1.59 	11.61 	piano
51.73 	2.56 	15.28 	piano
68.93 	3.44 	22.70 	piano
64.10 	3.93 	22.68 	piano
43.92 	3.29 	18.00 	piano
56.06 	4.04 	18.18 	piano
128.82 	10.49 	43.86 	piano
124.36 	9.21 	44.45 	piano
162.97 	13.30 	60.27 	piano
158.92 	11.35 	53.72 	piano
201.79 	19.51 	72.95 	piano
47.75 	4.05 	17.14 	piano
101.95 	6.39 	32.87 	piano
143.36 	13.13 	57.87 	piano
206.29 	16.09 	69.96 	piano
172.56 	12.95 	59.40 	piano
166.59 	16.99 	60.85 	piano
58.88 	3.05 	18.48 	piano
141.28 	11.27 	49.70 	piano
191.60 	17.07 	72.39 	piano
209.23 	19.23 	71.86 	piano
238.41 	79.25 	147.32 	piano
142.46 	7.45 	45.99 	piano
142.22 	8.90 	53.92 	piano
170.84 	10.14 	55.48 	piano
222.39 	17.22 	78.92 	piano
168.52 	13.52 	66.20 	piano
235.56 	19.26 	87.57 	piano
61.30 	1.55 	16.54 	piano
47.10 	1.09 	12.60 	piano
67.37 	1.77 	18.31 	piano
109.10 	5.36 	31.93 	piano
89.98 	3.96 	25.88 	piano
87.71 	4.01 	25.60 	piano
205.67 	12.51 	64.29 	piano
183.41 	11.08 	57.44 	piano
156.02 	11.82 	56.29 	piano
208.13 	12.74 	65.47 	piano
238.70 	16.31 	77.59 	piano
105.84 	4.26 	32.07 	piano
166.68 	12.27 	60.75 	piano
89.30 	4.69 	27.50 	piano
140.51 	10.36 	51.50 	piano
66.10 	1.98 	20.80 	piano
118.76 	10.19 	46.81 	piano
70.96 	6.12 	28.62 	piano
179.89 	13.65 	59.55 	piano
189.20 	13.53 	61.29 	piano
219.03 	19.58 	78.99 	piano
205.45 	18.32 	73.63 	piano
199.36 	17.34 	69.85 	piano
222.60 	19.48 	79.55 	piano
152.71 	10.08 	48.85 	piano
210.43 	16.40 	69.50 	piano
176.50 	13.39 	57.54 	piano
63.28 	2.87 	18.98 	piano
198.24 	16.93 	69.74 	piano
244.57 	22.28 	87.91 	piano
281.22 	66.20 	143.08 	piano
175.57 	17.70 	65.20 	piano
269.95 	32.74 	108.10 	piano
291.24 	32.39 	114.19 	piano
296.16 	34.63 	116.73 	piano
152.93 	12.95 	56.71 	piano
156.48 	23.32 	64.93 	piano
101.36 	15.87 	49.75 	piano
140.00 	9.19 	44.88 	piano
240.40 	22.45 	86.94 	piano
356.19 	37.51 	135.46 	piano
331.01 	44.62 	140.95 	piano
41.79 	0.51 	10.68 	piano
77.51 	1.93 	21.03 	piano
168.87 	11.70 	58.29 	piano
99.34 	2.67 	27.20 	piano
61.44 	2.06 	18.10 	piano
69.04 	1.43 	19.06 	piano
61.21 	1.78 	20.95 	piano
75.30 	2.24 	22.76 	piano
91.61 	2.42 	24.87 	piano
44.97 	1.40 	12.54 	piano
70.12 	2.31 	19.92 	piano
100.47 	4.60 	29.79 	piano
90.53 	3.64 	28.25 	piano
143.38 	7.91 	47.28 	piano
186.05 	12.25 	61.85 	piano
15.91 	0.13 	4.00 	piano
55.88 	2.96 	18.02 	piano
93.15 	4.67 	29.88 	piano
190.22 	11.46 	58.85 	piano
271.67 	20.74 	89.97 	piano
206.45 	11.82 	63.96 	piano
84.92 	3.79 	24.72 	piano
82.94 	3.04 	23.73 	piano
96.65 	3.68 	27.57 	piano
302.77 	22.29 	100.49 	piano
354.62 	25.33 	113.38 	piano
142.73 	6.43 	41.63 	piano
137.95 	4.97 	39.40 	piano
243.87 	15.36 	78.79 	piano
77.86 	3.96 	25.11 	piano
125.09 	6.41 	38.91 	piano
147.03 	7.64 	45.11 	piano
230.79 	12.03 	70.65 	piano
178.64 	8.85 	55.42 	piano
243.90 	15.72 	75.88 	piano
247.55 	13.14 	79.07 	piano
205.75 	9.36 	65.76 	piano
177.99 	9.70 	54.38 	piano
18.11 	0.15 	4.49 	piano
39.28 	0.66 	10.14 	piano
54.97 	1.39 	14.96 	piano
52.35 	2.16 	19.74 	piano
195.55 	12.22 	64.23 	piano
114.54 	3.93 	33.12 	piano
188.19 	13.40 	67.75 	piano
76.57 	1.17 	20.88 	piano
12.91 	0.19 	4.75 	piano
42.93 	0.45 	11.07 	piano
35.69 	0.79 	9.56 	piano
43.41 	0.49 	11.05 	piano
9.61 	0.07 	2.44 	piano
150.37 	8.50 	49.52 	piano
168.38 	8.12 	53.34 	piano
146.61 	6.64 	47.13 	piano
129.45 	7.53 	39.67 	piano
161.73 	11.72 	51.70 	piano
219.37 	17.63 	72.90 	piano
160.50 	7.63 	50.00 	piano
125.48 	7.26 	41.99 	piano
87.19 	3.23 	24.95 	piano
84.42 	6.01 	29.67 	piano
206.81 	23.42 	81.63 	piano
186.94 	19.61 	70.08 	piano
259.41 	31.13 	100.30 	piano
72.05 	1.61 	19.54 	piano
133.87 	6.23 	39.48 	piano
108.25 	4.48 	31.45 	piano
145.70 	7.78 	44.11 	piano
112.54 	5.24 	32.69 	piano
310.02 	27.92 	115.01 	piano
261.86 	22.39 	94.79 	piano
227.01 	16.69 	86.52 	piano
248.73 	19.21 	96.10 	piano
190.26 	13.93 	70.04 	piano
256.77 	15.57 	83.40 	piano
244.42 	14.95 	77.17 	piano
134.79 	4.25 	38.48 	piano
181.11 	7.33 	52.65 	piano
161.08 	7.32 	48.03 	piano
189.86 	8.81 	60.67 	piano
149.24 	5.99 	43.47 	piano
123.26 	3.85 	35.71 	piano
197.95 	17.15 	68.52 	piano
84.52 	12.27 	36.85 	piano
98.35 	15.22 	39.52 	piano
118.42 	16.08 	46.48 	piano
139.41 	7.99 	43.60 	piano
143.38 	7.76 	44.51 	piano
121.18 	8.01 	48.33 	piano
112.16 	5.82 	41.55 	piano
140.95 	7.56 	46.20 	piano
177.25 	10.72 	56.03 	piano
218.49 	18.21 	80.00 	piano
65.02 	2.74 	25.42 	piano
135.13 	8.38 	43.33 	piano
197.75 	19.58 	73.93 	piano
69.96 	10.28 	28.27 	piano
229.64 	18.40 	77.48 	piano
247.92 	21.57 	83.87 	piano
320.02 	28.89 	111.18 	piano
324.78 	45.65 	135.89 	piano
242.65 	42.17 	109.41 	piano
87.10 	4.93 	25.81 	piano
138.11 	8.87 	42.98 	piano
89.32 	5.94 	27.47 	piano
121.59 	8.08 	38.42 	piano
145.45 	11.84 	46.94 	piano
132.42 	8.62 	41.46 	piano
87.84 	5.20 	26.60 	piano
175.55 	13.54 	56.97 	piano
120.29 	7.35 	36.59 	piano
125.50 	7.35 	38.33 	piano
40.26 	1.36 	11.15 	piano
59.32 	3.65 	18.75 	piano
49.89 	2.26 	15.21 	piano
57.04 	2.80 	16.98 	piano
215.85 	23.04 	74.64 	piano
150.16 	21.66 	59.13 	piano
52.33 	2.74 	15.83 	piano
47.37 	2.25 	14.44 	piano
76.21 	4.77 	23.75 	piano
55.01 	3.18 	17.60 	piano
61.03 	1.98 	18.75 	piano
48.89 	0.55 	12.43 	piano
87.35 	2.29 	24.75 	piano
163.26 	8.45 	50.20 	piano
210.26 	14.45 	68.04 	piano
59.62 	2.18 	16.99 	piano
104.84 	4.46 	30.37 	piano
140.21 	7.73 	42.59 	piano
155.41 	9.69 	47.51 	piano
235.83 	16.34 	75.31 	piano
290.91 	24.60 	97.59 	piano
433.45 	41.62 	148.45 	piano
271.89 	23.77 	93.17 	piano
166.33 	9.82 	52.48 	piano
262.53 	12.19 	78.66 	piano
178.27 	6.55 	51.72 	piano
151.18 	7.44 	44.89 	piano
329.12 	18.54 	102.81 	piano
55.14 	2.64 	19.13 	piano
164.21 	7.87 	48.55 	piano
183.29 	10.73 	60.81 	piano
237.92 	15.93 	76.22 	piano
166.20 	8.95 	56.38 	piano
214.00 	12.05 	65.15 	piano
136.72 	5.78 	39.33 	piano
194.44 	9.88 	57.73 	piano
151.25 	6.90 	43.48 	piano
76.54 	2.30 	20.98 	piano
51.99 	1.18 	13.82 	piano
107.21 	4.90 	35.82 	piano
226.17 	12.83 	68.93 	piano
133.76 	6.87 	42.87 	piano
261.31 	15.61 	80.14 	piano
73.72 	2.64 	21.47 	piano
246.55 	14.57 	76.27 	piano
182.30 	12.00 	63.05 	piano
114.01 	5.12 	33.83 	piano
78.57 	3.88 	23.22 	piano
266.62 	15.93 	82.65 	piano
60.68 	1.39 	16.33 	piano
69.57 	2.21 	19.60 	piano
53.91 	1.76 	15.32 	piano
50.17 	2.40 	17.21 	piano
256.90 	13.75 	77.94 	piano
241.64 	15.80 	76.49 	piano
47.51 	0.75 	12.30 	piano
92.36 	2.85 	26.19 	piano
68.60 	1.33 	18.07 	piano
36.39 	0.46 	8.97 	piano
118.23 	5.72 	35.98 	piano
278.18 	21.00 	92.08 	piano
206.73 	13.45 	66.58 	piano
329.86 	27.18 	110.59 	piano
95.06 	2.03 	25.49 	piano
136.89 	6.46 	41.00 	piano
39.16 	0.68 	10.10 	piano
32.13 	0.73 	8.61 	piano
17.26 	0.10 	4.12 	piano
226.71 	19.11 	74.98 	piano
36.60 	0.66 	10.76 	piano
52.84 	2.21 	18.42 	piano
116.75 	6.23 	39.73 	piano
88.33 	8.04 	32.08 	piano
107.24 	11.30 	43.16 	piano
49.90 	1.17 	14.66 	piano
54.73 	2.15 	15.96 	piano
76.62 	2.99 	21.96 	piano
45.47 	1.09 	13.41 	piano
42.19 	1.86 	13.31 	piano
87.55 	3.71 	25.56 	piano
121.59 	6.27 	36.65 	piano
96.12 	4.88 	28.79 	piano
144.45 	10.08 	45.72 	piano
168.00 	10.70 	52.67 	piano
343.13 	27.88 	116.66 	piano
258.20 	20.35 	86.41 	piano
54.89 	1.72 	15.43 	piano
41.05 	0.77 	11.02 	piano
85.44 	4.02 	25.39 	piano
78.72 	4.35 	25.79 	piano
158.32 	10.21 	52.33 	piano
96.18 	5.74 	33.38 	piano
50.85 	1.75 	16.10 	piano
51.02 	4.62 	17.77 	piano
99.42 	10.04 	36.98 	piano
164.32 	15.81 	60.39 	piano
84.86 	4.32 	28.71 	piano
95.43 	4.58 	32.65 	piano
71.52 	1.75 	19.10 	piano
84.54 	3.39 	24.52 	piano
147.91 	7.48 	44.64 	piano
86.33 	3.12 	24.41 	piano
129.28 	4.77 	36.66 	piano
63.86 	3.92 	20.81 	piano
102.54 	4.05 	29.87 	piano
99.09 	4.30 	29.31 	piano
103.94 	5.60 	32.29 	piano
70.38 	2.35 	19.83 	piano
106.72 	4.90 	32.02 	piano
124.75 	6.61 	38.23 	piano
49.54 	1.23 	13.49 	piano
59.42 	2.79 	17.32 	piano
104.80 	3.74 	30.38 	piano
116.21 	3.77 	32.71 	piano
61.63 	1.78 	16.77 	piano
116.06 	2.71 	31.84 	piano
274.14 	18.09 	91.13 	piano
40.70 	0.73 	10.83 	piano
52.62 	1.85 	16.46 	piano
61.18 	2.93 	23.13 	piano
85.67 	7.06 	33.33 	piano
62.73 	3.93 	26.01 	piano
77.27 	5.49 	30.14 	piano
36.37 	0.68 	10.87 	piano
19.52 	3.62 	11.82 	piano
48.53 	0.76 	13.39 	piano
85.55 	3.00 	24.08 	piano
136.54 	7.16 	44.42 	piano
346.62 	27.21 	124.75 	piano
92.92 	6.04 	32.29 	piano
42.54 	0.35 	10.88 	piano
32.49 	0.26 	8.00 	piano
8.01 	0.08 	2.29 	piano
114.64 	2.08 	29.70 	piano
60.96 	1.00 	15.19 	piano
71.92 	0.88 	17.97 	piano
127.73 	4.83 	38.86 	piano
53.93 	0.44 	13.35 	piano
133.72 	4.41 	38.50 	piano
153.43 	6.15 	45.43 	piano
255.95 	16.51 	82.69 	piano
238.38 	15.13 	77.86 	piano
72.10 	1.80 	21.05 	piano
80.27 	3.94 	25.38 	piano
101.74 	8.36 	36.00 	piano
91.14 	6.08 	29.96 	piano
191.70 	17.23 	67.21 	piano
58.50 	2.77 	18.16 	piano
111.06 	4.88 	34.63 	piano
154.28 	12.74 	52.64 	piano
45.47 	0.83 	13.30 	piano
61.86 	2.62 	21.63 	piano
138.72 	7.45 	47.25 	piano
103.20 	9.27 	37.22 	piano
127.39 	13.28 	51.13 	piano
57.50 	1.28 	16.48 	piano
65.38 	2.55 	19.02 	piano
90.52 	3.50 	25.92 	piano
53.65 	1.27 	15.80 	piano
48.61 	2.19 	15.44 	piano
154.33 	11.66 	53.31 	piano
122.91 	7.79 	39.58 	piano
88.47 	5.28 	29.79 	piano
118.59 	9.78 	41.60 	piano
133.99 	12.55 	50.02 	piano
196.97 	18.83 	71.41 	piano
74.08 	6.67 	28.53 	piano
174.10 	13.19 	58.37 	piano
60.13 	3.16 	18.88 	piano
125.20 	8.83 	44.02 	piano
74.07 	6.81 	28.42 	piano
119.75 	9.94 	43.11 	piano
110.16 	6.44 	34.79 	piano
101.36 	5.79 	33.73 	piano
131.44 	11.36 	47.27 	piano
114.96 	7.62 	39.12 	piano
162.85 	16.49 	60.36 	piano
148.48 	13.41 	53.71 	piano
210.16 	17.99 	74.28 	piano
85.30 	3.90 	25.79 	piano
88.14 	4.30 	27.84 	piano
75.23 	4.12 	24.28 	piano
73.84 	4.32 	22.93 	piano
80.89 	5.09 	25.52 	piano
93.30 	6.53 	31.46 	piano
102.79 	7.46 	34.55 	piano
50.21 	2.22 	15.77 	piano
99.27 	6.03 	31.85 	piano
103.06 	6.14 	32.81 	piano
167.98 	15.23 	60.65 	piano
174.19 	5.76 	50.18 	piano
199.67 	8.01 	59.20 	piano
332.75 	21.56 	107.60 	piano
310.45 	19.71 	101.45 	piano
94.11 	2.32 	27.47 	piano
263.11 	12.77 	85.55 	piano
351.87 	20.25 	114.86 	piano
179.93 	8.73 	61.91 	piano
115.71 	6.84 	35.99 	piano
159.37 	13.36 	53.98 	piano
123.96 	9.46 	41.56 	piano
123.81 	8.80 	40.45 	piano
130.23 	9.20 	43.16 	piano
87.29 	5.68 	27.66 	piano
70.54 	3.37 	22.16 	piano
83.36 	7.04 	29.75 	piano
78.02 	5.13 	25.57 	piano
161.02 	14.49 	56.47 	piano
49.79 	2.33 	15.45 	piano
93.39 	4.13 	29.11 	piano
136.49 	11.54 	46.74 	piano
140.47 	12.88 	49.87 	piano
168.97 	15.55 	61.95 	piano
144.76 	12.67 	51.84 	piano
97.64 	7.79 	35.35 	piano
44.19 	1.59 	12.63 	piano
65.54 	2.61 	18.71 	piano
47.21 	1.10 	12.90 	piano
79.80 	3.24 	23.22 	piano
272.32 	19.17 	88.46 	piano
21.63 	0.12 	5.15 	piano
26.14 	0.34 	6.96 	piano
103.34 	5.46 	31.35 	piano
163.85 	9.49 	50.24 	piano
92.94 	4.78 	28.14 	piano
84.52 	2.38 	23.68 	piano
184.39 	13.50 	63.38 	piano
185.64 	14.97 	65.61 	piano
94.90 	6.79 	33.31 	piano
132.29 	11.44 	48.74 	piano
330.52 	23.82 	110.15 	piano
311.22 	26.04 	107.29 	piano
45.60 	1.20 	13.32 	piano
64.65 	2.29 	18.42 	piano
90.00 	3.66 	25.64 	piano
126.64 	6.28 	38.11 	piano
56.59 	2.49 	16.53 	piano
21.19 	0.16 	5.27 	piano
325.04 	26.99 	113.20 	piano
36.75 	7.98 	16.19 	piano
194.56 	17.22 	69.32 	piano
189.31 	18.49 	68.48 	piano
171.91 	11.81 	56.58 	piano
219.04 	21.59 	78.03 	piano
178.52 	19.10 	67.36 	piano
193.40 	23.34 	72.23 	piano
207.27 	16.21 	71.75 	piano
180.59 	11.00 	58.37 	piano
229.32 	15.98 	77.14 	piano
228.91 	18.32 	78.38 	piano
88.22 	2.62 	24.94 	piano
141.72 	6.71 	42.81 	piano
80.58 	3.39 	23.35 	piano
140.22 	9.30 	46.41 	piano
104.24 	4.90 	31.28 	piano
274.19 	17.76 	87.62 	piano
96.56 	4.05 	27.99 	piano
110.94 	4.60 	32.41 	piano
159.66 	11.18 	54.11 	piano
35.44 	0.28 	9.25 	piano
21.88 	0.11 	5.28 	piano
56.12 	2.22 	16.44 	piano
50.13 	0.74 	13.09 	piano
37.15 	0.35 	9.46 	piano
37.38 	0.46 	9.56 	piano
236.74 	13.78 	74.00 	piano
296.92 	19.63 	95.29 	piano
160.33 	10.90 	52.01 	piano
43.26 	0.41 	10.98 	piano
46.52 	0.59 	12.08 	piano
37.14 	0.37 	9.23 	piano
15.67 	0.10 	3.73 	piano
84.39 	1.45 	22.77 	piano
89.65 	1.89 	25.86 	piano
246.04 	23.36 	90.57 	piano
115.47 	2.96 	34.03 	piano
120.67 	4.09 	33.87 	piano
39.83 	0.51 	9.82 	piano
259.88 	22.03 	98.02 	piano
160.32 	17.42 	61.52 	piano
29.48 	0.22 	7.15 	piano
192.58 	8.53 	61.69 	piano
136.62 	5.81 	41.08 	piano
174.70 	9.11 	52.55 	piano
162.02 	11.20 	53.87 	piano
254.41 	26.20 	91.28 	piano
256.10 	24.36 	91.64 	piano
236.46 	23.14 	89.32 	piano
244.53 	28.68 	98.17 	piano
273.65 	32.26 	108.54 	piano
231.54 	27.12 	92.99 	piano
253.28 	71.80 	144.29 	piano
220.49 	125.34 	190.35 	piano
118.57 	4.52 	33.31 	piano
211.63 	15.47 	75.62 	piano
189.55 	15.41 	67.96 	piano
188.66 	12.82 	62.31 	piano
39.80 	0.82 	10.66 	piano
144.21 	9.70 	50.19 	piano
132.47 	8.84 	45.65 	piano
179.87 	15.84 	65.23 	piano
255.22 	21.44 	87.25 	piano
122.85 	15.23 	51.06 	piano
201.13 	26.66 	86.52 	piano
169.81 	25.02 	75.27 	piano
202.19 	21.16 	82.23 	piano
177.02 	24.61 	74.22 	piano
239.52 	33.38 	103.84 	piano
250.39 	30.16 	100.78 	piano
125.14 	5.73 	37.83 	piano
129.21 	6.32 	40.83 	piano
110.34 	6.03 	35.59 	piano
108.34 	6.41 	33.67 	piano
118.68 	7.48 	37.47 	piano
136.87 	9.55 	46.17 	piano
150.72 	10.93 	50.65 	piano
73.65 	3.25 	23.13 	piano
145.61 	8.81 	46.71 	piano
151.23 	9.07 	48.21 	piano
246.67 	22.37 	89.08 	piano
78.09 	1.78 	21.26 	piano
74.72 	2.15 	21.07 	piano
75.61 	1.48 	20.08 	piano
74.25 	1.82 	20.21 	piano
179.37 	16.27 	61.25 	piano
173.33 	13.65 	57.34 	piano
84.09 	3.74 	25.08 	piano
52.69 	0.67 	13.35 	piano
65.51 	1.54 	17.85 	piano
64.88 	1.83 	17.86 	piano
62.13 	6.89 	23.28 	piano
56.59 	9.53 	26.30 	piano
141.91 	7.53 	45.63 	piano
138.88 	5.95 	41.41 	piano
50.19 	1.43 	13.86 	piano
60.88 	2.33 	18.42 	piano
33.30 	1.68 	11.77 	piano
261.96 	18.60 	86.76 	piano
296.51 	21.37 	97.10 	piano
360.84 	30.52 	121.87 	piano
67.94 	6.17 	25.59 	piano
190.75 	8.62 	66.95 	piano
52.06 	6.84 	21.33 	piano
94.97 	11.53 	39.02 	piano
88.27 	18.41 	47.66 	piano
108.87 	12.91 	50.09 	piano
97.92 	20.67 	53.04 	piano
97.16 	48.54 	76.34 	piano
112.25 	16.61 	54.34 	piano
239.76 	29.42 	100.93 	piano
367.57 	48.49 	148.75 	piano
88.99 	3.75 	26.04 	piano
111.36 	5.68 	33.46 	piano
109.73 	9.21 	40.21 	piano
292.48 	24.73 	105.77 	piano
277.09 	30.68 	110.55 	piano
47.95 	12.09 	25.85 	piano
65.40 	2.46 	19.85 	piano
33.87 	0.87 	10.11 	piano
20.20 	0.24 	5.28 	piano
234.21 	16.40 	74.50 	piano
256.68 	17.67 	81.75 	piano
284.99 	19.24 	89.94 	piano
82.54 	2.96 	23.20 	piano
95.76 	2.92 	26.98 	piano
120.84 	4.08 	36.19 	piano
65.50 	1.49 	19.36 	piano
98.90 	3.46 	28.59 	piano
161.10 	7.71 	48.66 	piano
146.91 	8.39 	51.56 	piano
59.74 	1.14 	15.56 	piano
87.65 	2.92 	24.68 	piano
50.24 	0.84 	13.51 	piano
19.21 	0.18 	4.91 	piano
64.22 	1.74 	19.26 	piano
100.33 	6.39 	38.46 	piano
128.93 	7.08 	41.62 	piano
240.22 	22.78 	82.13 	piano
177.23 	16.07 	65.01 	piano
197.74 	16.40 	74.47 	piano
36.60 	0.67 	9.85 	piano
355.41 	25.44 	118.12 	piano
310.87 	20.97 	104.60 	piano
323.72 	22.79 	107.80 	piano
357.08 	25.02 	118.44 	piano
408.72 	29.91 	134.44 	piano
327.84 	21.26 	106.02 	piano
17.53 	1.67 	8.80 	piano
29.11 	1.92 	12.69 	piano
90.10 	3.44 	26.43 	piano
137.22 	6.08 	40.59 	piano
121.80 	6.66 	38.12 	piano
96.34 	5.45 	35.09 	piano
341.80 	25.23 	110.60 	piano
265.81 	20.95 	94.08 	piano
312.57 	25.31 	106.83 	piano
381.57 	40.84 	137.16 	piano
33.01 	0.89 	8.91 	piano
85.48 	4.03 	25.03 	piano
90.41 	3.91 	26.61 	piano
103.01 	4.95 	30.96 	piano
68.44 	1.87 	18.95 	piano
86.72 	2.81 	24.62 	piano
100.48 	3.66 	28.79 	piano
106.30 	3.66 	30.73 	piano
